D,r2
6.186038854132367,0.8588611782704558
9.183148875401642,0.8388276184286783
12.186590989712665,0.8207629067397048
15.1816486385677,0.8036440649675046
18.18671121009651,0.7847154182328853
21.190970834998,0.7808765542377293
24.17743830787309,0.7613797039202462
27.18788627935723,0.7580859669579242
30.18395061728395,0.7347469542588034
33.060915962650064,0.7313211203629122
35.932594644506004,0.732106617912085
37.5472972972973,0.6898927782127413
39.19787685774947,0.7067435072976791
42.20059752454119,0.6977250410429999
45.19163763066202,0.6956986653497815
48.19267734553776,0.6818754095732622
51.18194317140238,0.6688296280489315
54.183098591549296,0.657891086005098
57.18996748722712,0.6568826159439444
60.21961722488038,0.6426105326339235
63.19274153997058,0.6464290025676404
66.18888888888888,0.6289919956976726
69.20671462829736,0.6150342912647546
72.19459459459459,0.6055140723353923
75.20147679324894,0.6071758356965229
78.18927282104177,0.5996374570704052
81.20709441836202,0.6106594860280306
84.21734587251828,0.6011521731350278
87.19440203562341,0.595570656519555
90.20446289569279,0.5876021063644878
93.20264550264551,0.5918536861230779
96.20021703743896,0.5761446888742133
99.22475570032573,0.5642889067743772
102.23792016806723,0.5658336051216799
105.24217907227616,0.5625008607754132
108.22191780821917,0.5631724540517086
111.21154945683247,0.5459267128639396
114.20245757753072,0.5503431143398575
118.70648664514235,0.5338665247775856
123.24840394660475,0.5353668682388347
126.2092050209205,0.5314721369610975
129.24926857811585,0.5346360414562551
132.21863580998783,0.5233783678343069
136.47988027934818,0.5359678467897363
140.98502495840268,0.5405516116242066
144.24174454828662,0.5186109286240397
147.23954372623575,0.5103264542807221
151.5795138888889,0.5010676420851445
156.1451516954194,0.5027364513115008
159.23879641485274,0.49511675282182677
162.25444957152274,0.4845029384770919
166.7546357615894,0.4919846766025162
171.23506237688773,0.46528037860309035
174.26766304347825,0.47804786245357395
178.7967032967033,0.47303703773874645
183.22553782095767,0.45736721660066565
186.27856659905342,0.4691115409560624
190.73296627666895,0.4616013351373676
195.26930826057756,0.46771193280755374
199.5170972644377,0.45816534603695486
204.00617665225448,0.4496631551422674
207.26146131805157,0.4500541285962837
211.77917981072557,0.4517592619532406
216.2725947521866,0.43721757501710096
220.61331281262025,0.4302731794766253
225.17438692098094,0.4304869724209805
229.62590216519646,0.42770726198211984
234.15119363395226,0.42135577165106414
238.52838983050847,0.4274670833853744
243.0195707070707,0.4225090079164193
247.64166326946597,0.412116967750856
252.16363636363636,0.41265888757435515
256.66541196152235,0.4037697996421405
261.17664023071376,0.42158765487072897
265.7906325060048,0.4003258664475062
270.29744384198295,0.4008225364330454
274.81569416498996,0.39724345874969375
280.5399449035813,0.391236059373383
285.0087014725569,0.386046309441209
289.8320671731307,0.38151983895867375
294.33837111670863,0.3896411255906341
298.8492230155397,0.3823209222661021
304.81408094435074,0.38525785800780066
309.35983263598325,0.3796915975348092
313.81559094719194,0.3803864970339097
319.8247048138056,0.37388834250173425
325.4757085020243,0.3775282105532811
329.99657534246575,0.34969719487849527
334.90293855743545,0.36420581994295653
340.8649350649351,0.3657182329759207
346.73809523809524,0.3552211177039495
351.22861710631497,0.36623967636485216
355.89033707865167,0.3690257952310229
361.89111617312074,0.35870281776569135
367.8916934373566,0.35850173822517345
373.72453587556447,0.3502373367713914
378.2238209432454,0.3656303800216445
382.93933737750814,0.3419122532502628
388.9715219421102,0.3302734279511743
395.0368597415031,0.3401188228115757
400.9861707200763,0.3386735452027267
406.94044665012404,0.32724327261100317
412.6737176097303,0.3270267783222119
418.48325358851673,0.32189468323864406
424.24911212582447,0.33336395971595195
428.97779369627506,0.3281415971477843
433.94197098549273,0.3090661890037878
439.9489844119036,0.3135788255239555
445.9985604606526,0.31550340125982923
451.9954568399798,0.3103206949453308
458.03503348789286,0.31718467825712493
464.04352226720647,0.312308056452464
470.0143958868895,0.30898730111743333
476.07457276022785,0.3163742882423093
482.04816285998015,0.31155815699751166
488.1167707832773,0.3033668886681736
494.0235588972431,0.299446418144645
500.0345911949685,0.30670631584989333
506.08909370199694,0.29943485632937794
512.0550935550935,0.2903807652367313
518.0483460559797,0.2953636240933484
524.0866021395823,0.2929718909786292
