D,r2
80.91254125412541,0.5733629373770525
109.50769436638565,0.5621663679730224
139.5904394544703,0.5292560042139851
171.0909090909091,0.516076944588586
204.01880250700094,0.5000332706073749
238.5448669201521,0.4837065120694936
274.43505182393324,0.48328465925674685
310.60563184907755,0.45881433141523514
348.24600851516766,0.464103296163163
388.7414559776394,0.45337993399039633
430.68490615913294,0.44384365060866166
472.4562707365627,0.4282280646786546
514.5348020002704,0.42357845801347566
557.7809536354057,0.4138554554600457
601.6969443281707,0.4030257931986951
646.6841770541847,0.4093986983155567
694.4791134989927,0.389584199272583
740.8898165891048,0.3694436805032753
788.9775470473718,0.37308968086795097
839.6422213365219,0.3547038159473601
891.084928229665,0.36377935256437693
942.5759774284562,0.34832042829721915
992.8871355977534,0.347199385631916
1045.7052520174627,0.34017338041712203
1098.352150161087,0.32845042196327306
1150.8025991792065,0.33008548026106965
1203.4036761610776,0.31354966085346403
1257.3940752819676,0.324298988066985
1312.7175700153268,0.30808614303267196
1368.7566231983528,0.300763193228833
1424.903998885328,0.3005359780788126
1482.3651347953626,0.29053346033694544
1541.1231292517007,0.28357365253448186
1600.880965828862,0.2754445446139453
1662.6084222039924,0.2727433363625102
1725.5125069483047,0.2790337476329107
1789.032967032967,0.2675810890382001
1854.0564774787338,0.2544973525137652
1919.7357201421153,0.26091626074945584
1987.6714781401804,0.26036215698679893
2055.9392886913033,0.25607879430116476
2124.771042843367,0.256301555120161
2194.4775873886224,0.2636736651966818
2265.9278407520046,0.2514230341495201
2337.687725631769,0.2435953124083399
2409.616927119347,0.2480248436380164
2481.8836403934065,0.24893973287462384
2556.427409347856,0.24413003715524195
2631.1189918743976,0.25017900368541707
2706.0043067518754,0.2471873593468558
2780.0918339290624,0.2407643618754996
2854.6087384096654,0.24399947464523325
2930.0788506060194,0.24531989477274094
3006.081292850147,0.2345090521218768
3084.092959671907,0.24498135524791817
3164.8174889135257,0.24064526139171658
3244.1964460612844,0.23172653028536053
3326.2097414146942,0.22813419627012516
3408.1421872845126,0.2196213195909907
3491.03073089701,0.21984297299902222
3574.9545203207076,0.22265199781787684
3658.9846515486724,0.21675436891533842
3743.5374083805837,0.21333503863665979
3830.9762235817575,0.21039868946477716
3919.206225680934,0.21021151845448607
4007.2249210923565,0.21219157167333458
4095.877224444751,0.21011749574584537
4184.977885952712,0.20668092927603848
4273.865152983525,0.2048605709945288
4363.8905370141465,0.19598570877720142
4453.4445212104465,0.1979010672360987
4542.598697880593,0.18491278884855858
4633.546589018303,0.18253593560249876
4723.845543175487,0.1796601103255207
4814.041701073493,0.17754146113369534
4904.499097848716,0.17700884175854206
4994.102648552216,0.16984938486379392
5085.849986199282,0.17093624791936524
5179.286743316249,0.15827308885194308
5270.596637487843,0.15285645266053455
5361.878862793572,0.15938127200892444
5453.578550481776,0.1515827433629876
5544.67434165173,0.1527213046929473
5637.3508313865605,0.1497682670313202
5730.251112966054,0.1478595051642555
5821.985290036081,0.14543455012570072
5913.93249931262,0.14191964703704674
6007.176592797784,0.1496739734142783
6102.76106438715,0.14208818150064875
6198.86584179063,0.13692239624577887
6296.119581670566,0.1334824258710782
6394.526068965517,0.13381350018625598
6492.604166666667,0.1311638444479007
6592.369943000139,0.12852728039130032
6693.46748079034,0.12519230571052992
6792.9777655020025,0.12036483090351462
6894.340546539049,0.1199266572452203
6999.617859123683,0.11427975464744694
7106.740027510316,0.10904035501797646
7215.669812630118,0.1021976304578776
7326.555985623445,0.0962408265799326
7435.918141592921,0.09248663881286415
7547.09104767184,0.08805807029892701
7660.748441612412,0.0856213906684793
7775.390476190476,0.08616172819538775
7892.820033021464,0.0846023859932363
8011.074496177901,0.08274549413991282
8132.770119686339,0.08142815767254699
8254.297435897435,0.08008445850128133
8374.211075553081,0.07984456042892228
8493.15099009901,0.07920274800425312
8615.072578406884,0.07709851764072045
8737.117476532303,0.0736738993746634
8860.479629885374,0.07386052332339092
8984.468284611141,0.07633985437491846
9107.614095818333,0.07729327790339988
9230.454292859127,0.07661957374173431
9352.848480681974,0.07321574427629421
9477.429283834326,0.07296483419087295
9603.032485485208,0.07518637402435911
9727.490234104447,0.07578502039106692
9851.86907230748,0.07475664436340822
9977.799338022342,0.07745160083043488
10101.07758501041,0.07668158368445493
10223.669008264464,0.07594409531348988
10344.368340943684,0.07859125055842048
10469.000138580932,0.07642075582305649
10594.939750692522,0.07833726178713615
10721.450616428869,0.07463904793662293
10849.153484513274,0.07598433618567052
10979.277823805578,0.07624293152053785
11106.329871208975,0.07386213267809592
11231.874587004406,0.07684040098020248
11355.929737206086,0.07383027767989594
11481.067958477508,0.07483445036954094
11606.90742539903,0.07461243202800873
11731.836805076562,0.07560282063708135
11857.550732651369,0.07664443188406837
11985.869981941936,0.07465283178290791
12120.78189357291,0.07233657799299278
12255.221794166207,0.07071359975771871
12385.98142500693,0.07348695296254111
12515.452115199118,0.07499920997605684
12648.701868512111,0.07468515005986757
12781.625501313787,0.07585271946737158
12917.814953012714,0.07748254215847017
13055.14103982301,0.07200403652906277
13194.722744881019,0.0744773208663465
13339.11278924761,0.07107869413883075
13483.35841995842,0.07326120764421216
13623.002208724462,0.07234861809761474
13761.479939125622,0.07868790100186097
13901.411821571606,0.07537383895669002
14038.782578494027,0.07029280949000392
14175.833034853285,0.07060883344135832
14313.83340269108,0.06680146270763525
14453.508950702286,0.06667994603309657
14595.301422848459,0.06584179617351375
14737.267102335929,0.06942524843950805
14881.078777027957,0.07201588343499238
15025.02578677388,0.07162128997825827
15167.813425605536,0.07082814876153394
15309.909228441755,0.06663597214865272
15448.313919464958,0.06891510032228089
15587.805719785509,0.06840244933247784
15731.842955801105,0.07089695592685366
15878.214940294363,0.07131118813477862
16027.60941370768,0.06980974263601637
16176.895567867035,0.07164355005512767
16324.244102137109,0.07028660891270705
16472.478777823864,0.06824771376995979
16623.134136212626,0.07311212406558966
16776.42648477332,0.06852500696390929
16931.629573381197,0.06692080335595543
17086.65575589459,0.06801212552167062
17240.51575891623,0.06600571433845467
17396.42789990322,0.06545557225699737
17553.389427068916,0.06260038050361832
17708.645688938177,0.06186900442828911
17862.761898192854,0.06484613759152194
18018.330848861282,0.06359815584607144
18179.240530826653,0.06737716176789775
18338.94212129604,0.07094504172166648
18500.140135303052,0.07088902469159118
18663.107212205272,0.073253831746093
18829.96029776675,0.07326792435077745
18996.64021603656,0.0713769985165265
19159.170907079646,0.07199247347917782
19324.262881613482,0.07090708869357754
19484.227841066964,0.0686942204849428
19644.67006334343,0.07001205231607531
19807.879906025428,0.07429615028288791
19972.58983942414,0.07537724590164364
20135.33647580757,0.07707283107754417
20298.454948096885,0.07517342352560774
20460.345326716295,0.07429790852011096
20621.929058283487,0.07599196817247197
20782.268296050814,0.07379793446677231
20944.86766730928,0.07326579779463425
21103.466075879256,0.07252273779718536
21260.966514459666,0.07270709493777244
21416.069780295704,0.07121453695800675
21571.900832177533,0.07026423038080648
21732.616444015977,0.06916487767664073
21892.379648831742,0.06813252505545717
22051.063779745433,0.06988169607916254
22210.804972375692,0.06835534855826031
22369.283162558848,0.0675110823146895
22527.172074320577,0.06709097574437455
22680.515691967372,0.0668617894859154
22832.985643291,0.06672728455593997
22981.42683264177,0.06732930507917177
23129.464201634124,0.06867891751195035
23275.724386524333,0.07284153741137528
23420.52812715964,0.07439136016165566
23566.939051296195,0.07764973397327361
23714.616034339517,0.07386103592927865
23858.45183137526,0.07782230942944598
23999.66311566132,0.07530696406129281
24142.539800995026,0.07703449440563642
24284.726432022086,0.07828460312314416
24426.044109513274,0.0780072199350735
24567.68585298197,0.07626240334109863
24714.32461964039,0.07035001407789425
24866.09958563536,0.0713721168783615
25017.369486823856,0.07171230558525532
25173.707239568943,0.06871960089840004
25333.127385892116,0.06980044392227089
25492.81409813407,0.06511425649399673
25650.381825703254,0.0657252986629387
25800.810863239574,0.06879042312051187
25953.334809075815,0.07273160133317046
26106.140471919414,0.07620242628450466
26258.888703857898,0.07570174966903762
26409.60236653825,0.07816428120310863
26561.143828960154,0.07627659329646379
26706.385648981854,0.07608893100356096
26851.01160060765,0.07511022178714272
26997.00124001102,0.0735232241149495
27139.85932934465,0.07488098485655596
27282.40054945055,0.07201984268042347
27423.682032768676,0.07181375532707618
27566.510263121643,0.07053490013206537
27713.222792180786,0.06947204040804697
27859.21536541395,0.06784799563391182
28004.377866814037,0.07082287654036018
28148.727773949002,0.07112770185809937
28291.307424916573,0.07037523587409505
28431.064258135688,0.070440973981532
28567.230353430354,0.07431176133532294
28705.229442604857,0.07473116841255215
28843.385901865928,0.07364431517906816
28978.06996397894,0.07552709098012522
29115.799367001513,0.0804718992699166
29257.072481914303,0.08126657956851488
29399.854336699405,0.08098760416858229
29544.00288739172,0.07739880495180855
29690.348989547037,0.08164750681509711
29832.425558312654,0.08314587554479969
29975.17320126565,0.07981431243800834
30114.3073816156,0.07774840072130776
30249.258632549183,0.07638394005030648
30385.022526257602,0.06832544203276399
30521.793743078626,0.06905576466286407
30658.12541436464,0.06280094007008016
30796.978909393645,0.059166435352842404
30943.006346578368,0.055804978726448184
31093.245810829525,0.05537134561823007
31241.833746898265,0.055243515317675
31387.690740227335,0.053412175668275816
31538.14364717268,0.05251892647530187
31688.64886865342,0.04956401573438042
31842.910063942174,0.05078558923178189
32108.104510108864,0.0535831726170849
32489.841139003373,0.05626402193408606
32871.304296314775,0.05548926861319401
33235.187258446575,0.055558087559801544
33585.227780900634,0.057478280705007004
33947.46070916682,0.058445687963010466
34316.432732489244,0.06250243405052501
34682.73428143712,0.06526916662632695
35043.74149956408,0.06806122225162234
35389.06596832523,0.06781954035448294
35751.092761026666,0.06760625172021364
36121.58372906773,0.07322942053307448
36498.05153740819,0.07001091816124282
36885.75892857143,0.06345348057507726
37270.26290875117,0.05991104822717225
37660.92030431529,0.05590145972154725
38069.76023428251,0.055495969403069646
38467.58290203904,0.051276549528850135
38875.42823265102,0.050182796805350094
39291.87764764515,0.04921545140281182
39708.64564864527,0.051288089948533684
40112.116070315424,0.05320780467237028
40510.638191582366,0.057689179533976974
40897.223674383866,0.06074741362245417
41272.11907882419,0.06182280506130799
41641.01003865818,0.0624462695733574
