D,r2
13.619964973730298,0.7458722010919626
19.609484322363308,0.7086533256325321
24.13867085295657,0.6958532591255175
28.626642143983183,0.6808883055075092
34.610197368421055,0.6700812217065153
40.624718468468465,0.6603075487751967
46.63417431192661,0.648176927042329
51.154686601495115,0.6355987606118437
55.66068845820075,0.6318082637257312
61.66111111111111,0.6148948468178859
67.65741305674192,0.6236752735749251
73.62326442456032,0.6148125522609555
79.66891477621091,0.6044372720310027
85.62962962962963,0.5885081292874427
92.96765498652292,0.5825248063129094
100.48535306814678,0.5772106990664276
106.66396761133603,0.5696727060878659
112.63034759358288,0.5642787752123706
118.69926905673512,0.5653630989235229
126.0362632084534,0.5548113363793565
133.46585285384361,0.5405192139834556
139.68129907209138,0.5321889782706993
145.65146239554318,0.5227107854352745
153.21780756342747,0.5234161696429144
160.7358422939068,0.5142311316676933
166.6813583815029,0.5127312919479733
173.99140401146133,0.506763156761973
181.4646536412078,0.5088141763059982
187.75628626692458,0.5008734836351391
195.16906747536012,0.4943463806164133
202.69514563106796,0.49201852449570804
210.08751334044823,0.49138561857341106
217.66829635201202,0.49521184293711823
223.78629817049435,0.4840391429221788
231.24252753015207,0.47886104275936714
238.77455716586152,0.4793527576887809
246.22216216216216,0.47232550947223756
255.00340328984686,0.4792235904875038
262.4573238911666,0.4603143922156474
269.9919540229885,0.4634840760957024
277.46684350132625,0.45820214509057167
285.3119419642857,0.45150797649352775
292.8167607468519,0.45497520918130346
300.28937117417917,0.4482881505761291
309.1877318116976,0.4460557897625166
316.6562248995984,0.4434179642053794
324.3218085106383,0.42968064539520456
333.3733605362868,0.42756605837236544
342.00062972292193,0.42036248902118156
349.51777866560127,0.4093837701772248
357.3896490184414,0.40826824012619545
366.3579357935794,0.408280584093653
375.3411311815221,0.40467805712724575
383.99634915366744,0.4107110270509031
391.50546337515175,0.39422370269699475
399.34512457705324,0.399323004318428
408.4221014492754,0.38279033117934064
417.40919106074915,0.39252422965008443
426.468058968059,0.38433390616836727
435.38067632850243,0.39162024367546044
444.39891926255564,0.3793099117994065
453.4497233973316,0.36491110631344453
462.4454664914586,0.3808907956555071
471.4884530211958,0.3756641040787411
480.4119558154646,0.3684578586160348
489.47501665556297,0.3685013706910409
498.4819004524887,0.36583284988124565
508.52758525090104,0.3613684956281161
518.7317708333334,0.36047305647474476
528.2259026167605,0.35184178334164085
537.4497964721845,0.346351498012972
547.4559614839989,0.34687167362925553
558.0075877331648,0.34381591534116496
567.5143548945002,0.34730999844585736
576.5142857142857,0.338546319103534
586.7532360231341,0.3301308782883801
597.3235694822888,0.3309874462616292
607.5316109422492,0.3310658211314037
617.6781532285045,0.33867178408814946
627.2726351351351,0.3158237269520606
637.7962801511188,0.3159342440842503
648.3296928327645,0.3102064570152034
658.4577176988369,0.31603825655475787
669.0040201005025,0.30688786612984864
679.753478523896,0.31458901040910486
690.3453959154425,0.31045764667175557
701.1921210391093,0.3036300303586621
712.4864600326264,0.2918075497028197
723.0687707641196,0.2901039348683735
733.7061887254902,0.3018594036864754
745.0436817472699,0.282916153461414
756.0625222024867,0.2830736796563626
767.2081620669406,0.2795009045585073
778.8460057747834,0.2868966469342746
790.1238709677419,0.27545577075131256
801.7409959285937,0.27722131707429853
813.0580264072272,0.2632263277614772
824.3572778827977,0.26101152422236334
836.3275645059786,0.2621079452093166
848.2691445049663,0.26455460922882074
860.3359248461289,0.26413664175877116
872.3099396633852,0.25000237570603184
884.2984685565331,0.2507805451239262
896.2264211886305,0.2514296610488443
909.0039121275955,0.23973387227326176
921.7199480181936,0.24446670012672994
933.7287528492348,0.24665130109594843
945.9496357301235,0.24447065512968522
958.396437994723,0.2326534023021954
970.8951467944877,0.23538253482099664
983.3835663143539,0.2300793413371527
995.9657597065118,0.23307386032688676
1009.1206511330993,0.2325144950944481
1021.4467435549525,0.2209512300624686
1033.8839258584017,0.21289098965454167
1046.4431398859442,0.21094363307394737
1059.012950094757,0.220840067639813
1072.5182619647355,0.21041880585667602
1086.1095406360423,0.20791779646422795
1099.4532218091697,0.2093708947872808
1113.0712223291628,0.1990766692735081
1125.976612094888,0.20112247046813023
1139.5308566165183,0.20210698299795293
1153.5843450479233,0.20183829885129442
1167.051677852349,0.1982022985882506
1180.56229825694,0.19277229716945546
1193.9980682549904,0.20081378951619966
1207.3437405274326,0.19264128550078585
1221.1186329280315,0.19495823087467087
1234.6374324753733,0.1915008961262729
1248.481219903692,0.1923917668345008
1262.414595784838,0.1896482144243068
1276.4078457896517,0.19140786238494992
1290.8016353725016,0.1885944867442767
1305.4560822008618,0.18361610466208278
1319.885,0.1856614312175777
1334.94684177611,0.17574460238547834
1349.946405648267,0.17612653135609244
1364.8834415584415,0.17030922431655282
1379.9677737586321,0.1640654927975514
1394.917952084017,0.17506196092592666
1410.4931163954943,0.16656259912493804
1426.073385518591,0.1640866085322071
1441.9610269099908,0.15955129790142225
1458.6009975062343,0.1631101578141007
1474.5084475613644,0.15877813320755754
1490.4785992217899,0.15465705931250046
1506.5840850515465,0.15480585050246273
1522.9347003154573,0.14806508414533662
1539.522265880812,0.14964848013018137
1555.4674613402062,0.1406618751007428
1571.9669499527856,0.14721141077561245
1588.4752186588921,0.14577204663377064
1605.081514762516,0.14408353763124146
1622.0791273200912,0.13188355683287634
1639.0236119974475,0.13950445249585036
1656.5728364644287,0.13526057621430182
1673.9472643375082,0.1283303971629101
1690.9015101772816,0.1246738901823689
1708.4785824345147,0.12005882042868993
1726.4440614227515,0.11615498112814257
1743.9570105820105,0.11828700887236639
1761.4711598746082,0.11137568125482908
1779.5055292259083,0.11558485886928412
1797.0535714285713,0.11115874533446049
1814.0928005284015,0.10356417124820333
1831.4459501077918,0.10280913899821977
1849.107062959412,0.1039727681891525
1865.970099667774,0.0999432018066706
